warning: `VIRTUAL_ENV=/usr` does not match the project environment path `.venv` and will be ignored; use `--active` to target the active environment instead
W0327 08:31:43.570000 11341 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011421 | lrm: 0.00 | dt: 15733ms | tok/sec: 1,041 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 03242 (45.4%) | loss: 3.818734 | lrm: 1.00 | dt: 42ms | tok/sec: 390,520 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03243 (45.4%) | loss: 3.801935 | lrm: 1.00 | dt: 42ms | tok/sec: 388,779 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03244 (45.4%) | loss: 3.791631 | lrm: 1.00 | dt: 43ms | tok/sec: 377,496 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03245 (45.4%) | loss: 3.799335 | lrm: 1.00 | dt: 44ms | tok/sec: 372,414 | mfu: 2.1% | epoch: 1 | remaining: 164s    
step 03246 (45.4%) | loss: 3.800610 | lrm: 1.00 | dt: 43ms | tok/sec: 384,328 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03247 (45.5%) | loss: 3.786470 | lrm: 1.00 | dt: 42ms | tok/sec: 389,279 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03248 (45.5%) | loss: 3.796585 | lrm: 1.00 | dt: 42ms | tok/sec: 389,919 | mfu: 2.2% | epoch: 1 | remaining: 164s    
step 03249 (45.5%) | loss: 3.796367 | lrm: 1.00 | dt: 42ms | tok/sec: 390,418 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03250 (45.5%) | loss: 3.779613 | lrm: 1.00 | dt: 42ms | tok/sec: 390,602 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03251 (45.5%) | loss: 3.776578 | lrm: 1.00 | dt: 42ms | tok/sec: 390,931 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03252 (45.5%) | loss: 3.757114 | lrm: 1.00 | dt: 42ms | tok/sec: 389,990 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03253 (45.5%) | loss: 3.749020 | lrm: 1.00 | dt: 42ms | tok/sec: 388,684 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03254 (45.6%) | loss: 3.746570 | lrm: 1.00 | dt: 42ms | tok/sec: 387,274 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03255 (45.6%) | loss: 3.740952 | lrm: 1.00 | dt: 42ms | tok/sec: 388,530 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03256 (45.6%) | loss: 3.747754 | lrm: 1.00 | dt: 42ms | tok/sec: 389,151 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03257 (45.6%) | loss: 3.784338 | lrm: 1.00 | dt: 42ms | tok/sec: 389,738 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03258 (45.6%) | loss: 3.775941 | lrm: 1.00 | dt: 42ms | tok/sec: 388,865 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03259 (45.6%) | loss: 3.771539 | lrm: 1.00 | dt: 42ms | tok/sec: 387,601 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03260 (45.6%) | loss: 3.767702 | lrm: 1.00 | dt: 42ms | tok/sec: 389,180 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03261 (45.7%) | loss: 3.775656 | lrm: 1.00 | dt: 42ms | tok/sec: 390,555 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03262 (45.7%) | loss: 3.765386 | lrm: 1.00 | dt: 42ms | tok/sec: 390,376 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03263 (45.7%) | loss: 3.765102 | lrm: 1.00 | dt: 42ms | tok/sec: 390,920 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03264 (45.7%) | loss: 3.771515 | lrm: 1.00 | dt: 42ms | tok/sec: 390,849 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03265 (45.7%) | loss: 3.779823 | lrm: 1.00 | dt: 42ms | tok/sec: 390,356 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03266 (45.7%) | loss: 3.794458 | lrm: 1.00 | dt: 42ms | tok/sec: 390,032 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03267 (45.7%) | loss: 3.789186 | lrm: 1.00 | dt: 42ms | tok/sec: 389,122 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03268 (45.8%) | loss: 3.779700 | lrm: 1.00 | dt: 42ms | tok/sec: 389,787 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03269 (45.8%) | loss: 3.769676 | lrm: 1.00 | dt: 42ms | tok/sec: 389,891 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03270 (45.8%) | loss: 3.754858 | lrm: 1.00 | dt: 42ms | tok/sec: 390,651 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03271 (45.8%) | loss: 3.776817 | lrm: 1.00 | dt: 42ms | tok/sec: 390,797 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03272 (45.8%) | loss: 3.777100 | lrm: 1.00 | dt: 42ms | tok/sec: 390,156 | mfu: 2.2% | epoch: 1 | remaining: 163s    
step 03273 (45.8%) | loss: 3.756766 | lrm: 1.00 | dt: 42ms | tok/sec: 390,604 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03274 (45.8%) | loss: 3.770684 | lrm: 1.00 | dt: 42ms | tok/sec: 390,289 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03275 (45.9%) | loss: 3.768048 | lrm: 1.00 | dt: 42ms | tok/sec: 390,613 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03276 (45.9%) | loss: 3.766729 | lrm: 1.00 | dt: 42ms | tok/sec: 390,611 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03277 (45.9%) | loss: 3.772023 | lrm: 1.00 | dt: 42ms | tok/sec: 391,071 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03278 (45.9%) | loss: 3.765626 | lrm: 1.00 | dt: 42ms | tok/sec: 391,055 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03279 (45.9%) | loss: 3.766759 | lrm: 1.00 | dt: 42ms | tok/sec: 390,538 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03280 (45.9%) | loss: 3.763041 | lrm: 1.00 | dt: 42ms | tok/sec: 390,134 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03281 (45.9%) | loss: 3.758734 | lrm: 1.00 | dt: 42ms | tok/sec: 390,101 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03282 (46.0%) | loss: 3.775227 | lrm: 1.00 | dt: 42ms | tok/sec: 389,019 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03283 (46.0%) | loss: 3.772447 | lrm: 1.00 | dt: 43ms | tok/sec: 383,736 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03284 (46.0%) | loss: 3.770499 | lrm: 1.00 | dt: 42ms | tok/sec: 389,144 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03285 (46.0%) | loss: 3.768470 | lrm: 1.00 | dt: 42ms | tok/sec: 389,944 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03286 (46.0%) | loss: 3.763922 | lrm: 1.00 | dt: 42ms | tok/sec: 390,489 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03287 (46.0%) | loss: 3.772140 | lrm: 1.00 | dt: 42ms | tok/sec: 390,666 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03288 (46.0%) | loss: 3.771950 | lrm: 1.00 | dt: 42ms | tok/sec: 390,749 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03289 (46.1%) | loss: 3.778924 | lrm: 1.00 | dt: 42ms | tok/sec: 390,784 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03290 (46.1%) | loss: 3.786960 | lrm: 1.00 | dt: 42ms | tok/sec: 390,942 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03291 (46.1%) | loss: 3.779410 | lrm: 1.00 | dt: 43ms | tok/sec: 385,069 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03292 (46.1%) | loss: 3.777882 | lrm: 1.00 | dt: 42ms | tok/sec: 386,709 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03293 (46.1%) | loss: 3.769058 | lrm: 1.00 | dt: 42ms | tok/sec: 390,829 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03294 (46.1%) | loss: 3.766751 | lrm: 1.00 | dt: 42ms | tok/sec: 390,121 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03295 (46.1%) | loss: 3.769133 | lrm: 1.00 | dt: 42ms | tok/sec: 387,754 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03296 (46.1%) | loss: 3.780188 | lrm: 1.00 | dt: 42ms | tok/sec: 389,590 | mfu: 2.2% | epoch: 1 | remaining: 162s    
step 03297 (46.2%) | loss: 3.770329 | lrm: 1.00 | dt: 42ms | tok/sec: 390,480 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03298 (46.2%) | loss: 3.751511 | lrm: 1.00 | dt: 42ms | tok/sec: 390,077 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03299 (46.2%) | loss: 3.743954 | lrm: 1.00 | dt: 42ms | tok/sec: 390,706 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03300 (46.2%) | loss: 3.738913 | lrm: 1.00 | dt: 42ms | tok/sec: 390,842 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03301 (46.2%) | loss: 3.760959 | lrm: 1.00 | dt: 42ms | tok/sec: 391,287 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03302 (46.2%) | loss: 3.771386 | lrm: 1.00 | dt: 42ms | tok/sec: 390,817 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03303 (46.2%) | loss: 3.783383 | lrm: 1.00 | dt: 43ms | tok/sec: 379,562 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03304 (46.3%) | loss: 3.773607 | lrm: 1.00 | dt: 44ms | tok/sec: 374,203 | mfu: 2.1% | epoch: 1 | remaining: 161s    
step 03305 (46.3%) | loss: 3.767820 | lrm: 1.00 | dt: 43ms | tok/sec: 383,590 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03306 (46.3%) | loss: 3.774063 | lrm: 1.00 | dt: 43ms | tok/sec: 377,654 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03307 (46.3%) | loss: 3.769472 | lrm: 1.00 | dt: 43ms | tok/sec: 377,772 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03308 (46.3%) | loss: 3.778129 | lrm: 1.00 | dt: 43ms | tok/sec: 378,446 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03309 (46.3%) | loss: 3.777846 | lrm: 1.00 | dt: 42ms | tok/sec: 388,621 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03310 (46.3%) | loss: 3.759708 | lrm: 1.00 | dt: 42ms | tok/sec: 388,799 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03311 (46.4%) | loss: 3.780583 | lrm: 1.00 | dt: 42ms | tok/sec: 390,136 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03312 (46.4%) | loss: 3.794432 | lrm: 1.00 | dt: 42ms | tok/sec: 390,424 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03313 (46.4%) | loss: 3.781251 | lrm: 1.00 | dt: 42ms | tok/sec: 390,513 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03314 (46.4%) | loss: 3.762826 | lrm: 1.00 | dt: 42ms | tok/sec: 390,484 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03315 (46.4%) | loss: 3.773710 | lrm: 1.00 | dt: 42ms | tok/sec: 390,265 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03316 (46.4%) | loss: 3.773301 | lrm: 1.00 | dt: 42ms | tok/sec: 388,687 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03317 (46.4%) | loss: 3.777658 | lrm: 1.00 | dt: 42ms | tok/sec: 389,995 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03318 (46.5%) | loss: 3.773302 | lrm: 1.00 | dt: 42ms | tok/sec: 390,644 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03319 (46.5%) | loss: 3.776300 | lrm: 1.00 | dt: 42ms | tok/sec: 390,631 | mfu: 2.2% | epoch: 1 | remaining: 161s    
step 03320 (46.5%) | loss: 3.788393 | lrm: 1.00 | dt: 42ms | tok/sec: 390,123 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03321 (46.5%) | loss: 3.790770 | lrm: 1.00 | dt: 42ms | tok/sec: 390,660 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03322 (46.5%) | loss: 3.808258 | lrm: 1.00 | dt: 42ms | tok/sec: 390,158 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03323 (46.5%) | loss: 3.800979 | lrm: 1.00 | dt: 42ms | tok/sec: 390,402 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03324 (46.5%) | loss: 3.801992 | lrm: 1.00 | dt: 42ms | tok/sec: 389,891 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03325 (46.6%) | loss: 3.794104 | lrm: 1.00 | dt: 42ms | tok/sec: 390,003 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03326 (46.6%) | loss: 3.766682 | lrm: 1.00 | dt: 42ms | tok/sec: 390,267 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03327 (46.6%) | loss: 3.765801 | lrm: 1.00 | dt: 42ms | tok/sec: 390,553 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03328 (46.6%) | loss: 3.769925 | lrm: 1.00 | dt: 42ms | tok/sec: 390,170 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03329 (46.6%) | loss: 3.754416 | lrm: 1.00 | dt: 42ms | tok/sec: 388,592 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03330 (46.6%) | loss: 3.759483 | lrm: 1.00 | dt: 43ms | tok/sec: 383,759 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03331 (46.6%) | loss: 3.759527 | lrm: 1.00 | dt: 42ms | tok/sec: 389,237 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03332 (46.7%) | loss: 3.746685 | lrm: 1.00 | dt: 42ms | tok/sec: 389,780 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03333 (46.7%) | loss: 3.759250 | lrm: 1.00 | dt: 42ms | tok/sec: 390,327 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03334 (46.7%) | loss: 3.768314 | lrm: 1.00 | dt: 42ms | tok/sec: 390,063 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03335 (46.7%) | loss: 3.768948 | lrm: 1.00 | dt: 42ms | tok/sec: 390,331 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03336 (46.7%) | loss: 3.763071 | lrm: 1.00 | dt: 42ms | tok/sec: 390,682 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03337 (46.7%) | loss: 3.773869 | lrm: 1.00 | dt: 42ms | tok/sec: 390,531 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03338 (46.7%) | loss: 3.752673 | lrm: 1.00 | dt: 42ms | tok/sec: 389,303 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03339 (46.8%) | loss: 3.755239 | lrm: 1.00 | dt: 43ms | tok/sec: 384,377 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03340 (46.8%) | loss: 3.699785 | lrm: 1.00 | dt: 42ms | tok/sec: 389,654 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03341 (46.8%) | loss: 3.701217 | lrm: 1.00 | dt: 42ms | tok/sec: 390,991 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03342 (46.8%) | loss: 3.692428 | lrm: 1.00 | dt: 42ms | tok/sec: 390,862 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03343 (46.8%) | loss: 3.690936 | lrm: 1.00 | dt: 42ms | tok/sec: 391,104 | mfu: 2.2% | epoch: 1 | remaining: 160s    
step 03344 (46.8%) | loss: 3.706888 | lrm: 1.00 | dt: 42ms | tok/sec: 390,840 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03345 (46.8%) | loss: 3.721789 | lrm: 1.00 | dt: 42ms | tok/sec: 390,300 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03346 (46.9%) | loss: 3.717875 | lrm: 1.00 | dt: 42ms | tok/sec: 390,447 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03347 (46.9%) | loss: 3.717015 | lrm: 1.00 | dt: 42ms | tok/sec: 390,673 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03348 (46.9%) | loss: 3.723249 | lrm: 1.00 | dt: 42ms | tok/sec: 390,895 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03349 (46.9%) | loss: 3.716995 | lrm: 1.00 | dt: 42ms | tok/sec: 390,564 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03350 (46.9%) | loss: 3.722933 | lrm: 1.00 | dt: 42ms | tok/sec: 390,975 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03351 (46.9%) | loss: 3.729326 | lrm: 1.00 | dt: 42ms | tok/sec: 390,691 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03352 (46.9%) | loss: 3.749194 | lrm: 1.00 | dt: 42ms | tok/sec: 389,723 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03353 (47.0%) | loss: 3.748516 | lrm: 1.00 | dt: 42ms | tok/sec: 390,546 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03354 (47.0%) | loss: 3.744748 | lrm: 1.00 | dt: 42ms | tok/sec: 388,911 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03355 (47.0%) | loss: 3.746357 | lrm: 1.00 | dt: 42ms | tok/sec: 388,197 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03356 (47.0%) | loss: 3.734990 | lrm: 1.00 | dt: 42ms | tok/sec: 390,331 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03357 (47.0%) | loss: 3.726267 | lrm: 1.00 | dt: 42ms | tok/sec: 390,626 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03358 (47.0%) | loss: 3.713350 | lrm: 1.00 | dt: 42ms | tok/sec: 390,174 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03359 (47.0%) | loss: 3.723116 | lrm: 1.00 | dt: 42ms | tok/sec: 390,751 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03360 (47.0%) | loss: 3.719975 | lrm: 1.00 | dt: 42ms | tok/sec: 391,040 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03361 (47.1%) | loss: 3.715786 | lrm: 1.00 | dt: 42ms | tok/sec: 390,991 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03362 (47.1%) | loss: 3.729394 | lrm: 1.00 | dt: 42ms | tok/sec: 389,868 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03363 (47.1%) | loss: 3.734695 | lrm: 1.00 | dt: 44ms | tok/sec: 373,721 | mfu: 2.1% | epoch: 1 | remaining: 159s    
step 03364 (47.1%) | loss: 3.743894 | lrm: 1.00 | dt: 43ms | tok/sec: 378,011 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03365 (47.1%) | loss: 3.739808 | lrm: 1.00 | dt: 42ms | tok/sec: 387,571 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03366 (47.1%) | loss: 3.752345 | lrm: 1.00 | dt: 42ms | tok/sec: 389,586 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03367 (47.1%) | loss: 3.751458 | lrm: 1.00 | dt: 42ms | tok/sec: 390,267 | mfu: 2.2% | epoch: 1 | remaining: 159s    
step 03368 (47.2%) | loss: 3.737973 | lrm: 1.00 | dt: 42ms | tok/sec: 390,544 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03369 (47.2%) | loss: 3.737296 | lrm: 1.00 | dt: 42ms | tok/sec: 390,862 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03370 (47.2%) | loss: 3.733674 | lrm: 1.00 | dt: 42ms | tok/sec: 390,411 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03371 (47.2%) | loss: 3.726121 | lrm: 1.00 | dt: 42ms | tok/sec: 390,860 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03372 (47.2%) | loss: 3.722209 | lrm: 1.00 | dt: 42ms | tok/sec: 390,869 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03373 (47.2%) | loss: 3.734460 | lrm: 1.00 | dt: 42ms | tok/sec: 390,433 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03374 (47.2%) | loss: 3.739822 | lrm: 1.00 | dt: 43ms | tok/sec: 380,014 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03375 (47.3%) | loss: 3.748302 | lrm: 1.00 | dt: 44ms | tok/sec: 375,949 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03376 (47.3%) | loss: 3.743873 | lrm: 1.00 | dt: 43ms | tok/sec: 378,651 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03377 (47.3%) | loss: 3.752331 | lrm: 1.00 | dt: 42ms | tok/sec: 388,162 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03378 (47.3%) | loss: 3.740046 | lrm: 1.00 | dt: 42ms | tok/sec: 388,522 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03379 (47.3%) | loss: 3.733440 | lrm: 1.00 | dt: 42ms | tok/sec: 389,769 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03380 (47.3%) | loss: 3.738277 | lrm: 1.00 | dt: 42ms | tok/sec: 390,340 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03381 (47.3%) | loss: 3.722582 | lrm: 1.00 | dt: 42ms | tok/sec: 390,263 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03382 (47.4%) | loss: 3.731724 | lrm: 1.00 | dt: 42ms | tok/sec: 390,152 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03383 (47.4%) | loss: 3.727051 | lrm: 1.00 | dt: 42ms | tok/sec: 390,704 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03384 (47.4%) | loss: 3.749328 | lrm: 1.00 | dt: 42ms | tok/sec: 390,882 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03385 (47.4%) | loss: 3.750723 | lrm: 1.00 | dt: 42ms | tok/sec: 391,113 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03386 (47.4%) | loss: 3.764828 | lrm: 1.00 | dt: 42ms | tok/sec: 385,914 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03387 (47.4%) | loss: 3.778882 | lrm: 1.00 | dt: 42ms | tok/sec: 388,476 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03388 (47.4%) | loss: 3.792667 | lrm: 1.00 | dt: 42ms | tok/sec: 389,559 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03389 (47.5%) | loss: 3.810368 | lrm: 1.00 | dt: 42ms | tok/sec: 390,709 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03390 (47.5%) | loss: 3.815210 | lrm: 1.00 | dt: 42ms | tok/sec: 390,869 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03391 (47.5%) | loss: 3.803052 | lrm: 1.00 | dt: 42ms | tok/sec: 390,571 | mfu: 2.2% | epoch: 1 | remaining: 158s    
step 03392 (47.5%) | loss: 3.786952 | lrm: 1.00 | dt: 42ms | tok/sec: 390,929 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03393 (47.5%) | loss: 3.790537 | lrm: 1.00 | dt: 42ms | tok/sec: 390,849 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03394 (47.5%) | loss: 3.780239 | lrm: 1.00 | dt: 42ms | tok/sec: 390,582 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03395 (47.5%) | loss: 3.788308 | lrm: 1.00 | dt: 42ms | tok/sec: 389,835 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03396 (47.6%) | loss: 3.769897 | lrm: 1.00 | dt: 42ms | tok/sec: 390,553 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03397 (47.6%) | loss: 3.775613 | lrm: 1.00 | dt: 42ms | tok/sec: 390,640 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03398 (47.6%) | loss: 3.788910 | lrm: 1.00 | dt: 42ms | tok/sec: 390,800 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03399 (47.6%) | loss: 3.802802 | lrm: 1.00 | dt: 42ms | tok/sec: 390,684 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03400 (47.6%) | loss: 3.804807 | lrm: 1.00 | dt: 42ms | tok/sec: 390,077 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03401 (47.6%) | loss: 3.805123 | lrm: 1.00 | dt: 42ms | tok/sec: 389,760 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03402 (47.6%) | loss: 3.805415 | lrm: 1.00 | dt: 42ms | tok/sec: 388,871 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03403 (47.7%) | loss: 3.805917 | lrm: 1.00 | dt: 42ms | tok/sec: 389,486 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03404 (47.7%) | loss: 3.791600 | lrm: 1.00 | dt: 42ms | tok/sec: 390,495 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03405 (47.7%) | loss: 3.779737 | lrm: 1.00 | dt: 42ms | tok/sec: 390,453 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03406 (47.7%) | loss: 3.775547 | lrm: 1.00 | dt: 42ms | tok/sec: 390,411 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03407 (47.7%) | loss: 3.769893 | lrm: 1.00 | dt: 42ms | tok/sec: 390,720 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03408 (47.7%) | loss: 3.754840 | lrm: 1.00 | dt: 42ms | tok/sec: 390,842 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03409 (47.7%) | loss: 3.779700 | lrm: 1.00 | dt: 42ms | tok/sec: 387,267 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03410 (47.8%) | loss: 3.795828 | lrm: 1.00 | dt: 42ms | tok/sec: 388,331 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03411 (47.8%) | loss: 3.778645 | lrm: 1.00 | dt: 42ms | tok/sec: 388,920 | mfu: 2.2% | epoch: 1 | remaining: 157s    
step 03412 (47.8%) | loss: 3.776433 | lrm: 1.00 | dt: 42ms | tok/sec: 390,092 | mfu: 2.2% | epoch: 1 | remaining: 157s    
